"SL","Amarsh","Amangrove","Atotal","Ngainmarsh","Ngainmangrove","Ngaintotal","Nlossmarsh","Nlossmangrove","Nlosstotal","netNmarsh","netNmangrove","netNtotal"
70,62000,172761.68683814,234761.68683814,7.7252,19.7121084682318,27.4373084682318,0,0,0,7.7252,19.7121084682318,27.4373084682318
75,62000,172761.68683814,234761.68683814,8.277,21.1201162159626,29.3971162159626,0,0,0,8.277,21.1201162159626,29.3971162159626
80,62000,172761.68683814,234761.68683814,8.8288,22.5281239636935,31.3569239636935,0,0,0,8.8288,22.5281239636935,31.3569239636935
85,62000,172761.68683814,234761.68683814,9.3806,23.9361317114243,33.3167317114243,0,0,0,9.3806,23.9361317114243,33.3167317114243
90,62000,172761.68683814,234761.68683814,9.9324,25.3441394591551,35.2765394591551,0,0,0,9.9324,25.3441394591551,35.2765394591551
95,62000,172761.68683814,234761.68683814,10.4842,26.752147206886,37.236347206886,0,0,0,10.4842,26.752147206886,37.236347206886
100,62000,172761.68683814,234761.68683814,11.036,28.1601549546168,39.1961549546168,0,0,0,11.036,28.1601549546168,39.1961549546168
105,62000,172761.68683814,234761.68683814,11.5878,29.5681627023477,41.1559627023477,0,0,0,11.5878,29.5681627023477,41.1559627023477
110,62000,172761.68683814,234761.68683814,12.1396,30.9761704500785,43.1157704500785,0,0,0,12.1396,30.9761704500785,43.1157704500785
115,62000,172761.68683814,234761.68683814,12.6914,32.3841781978093,45.0755781978093,0,0,0,12.6914,32.3841781978093,45.0755781978093
120,62000,172761.68683814,234761.68683814,13.2432,33.7921859455402,47.0353859455402,0,0,0,13.2432,33.7921859455402,47.0353859455402
125,62000,172761.68683814,234761.68683814,13.795,35.200193693271,48.995193693271,0,0,0,13.795,35.200193693271,48.995193693271
130,62000,172761.68683814,234761.68683814,14.3468,36.6082014410019,50.9550014410019,0,0,0,14.3468,36.6082014410019,50.9550014410019
135,62000,172761.68683814,234761.68683814,14.8986,38.0162091887327,52.9148091887327,0,0,0,14.8986,38.0162091887327,52.9148091887327
140,62000,172761.68683814,234761.68683814,15.4504,39.4242169364635,54.8746169364635,0,0,0,15.4504,39.4242169364635,54.8746169364635
145,62000,172761.68683814,234761.68683814,16.0022,40.8322246841944,56.8344246841944,0,0,0,16.0022,40.8322246841944,56.8344246841944
150,62000,172761.68683814,234761.68683814,16.554,42.2402324319252,58.7942324319252,0,0,0,16.554,42.2402324319252,58.7942324319252
155,62000,172761.68683814,234761.68683814,17.1058,43.6482401796561,60.7540401796561,0,0,0,17.1058,43.6482401796561,60.7540401796561
160,62000,172761.68683814,234761.68683814,17.6576,45.0562479273869,62.7138479273869,0,0,0,17.6576,45.0562479273869,62.7138479273869
165,62000,172761.68683814,234761.68683814,18.2094,46.4642556751178,64.6736556751178,0,0,0,18.2094,46.4642556751178,64.6736556751178
170,62000,172761.68683814,234761.68683814,18.7612,47.8722634228486,66.6334634228486,0,0,0,18.7612,47.8722634228486,66.6334634228486
175,62000,172761.68683814,234761.68683814,19.313,49.2802711705794,68.5932711705794,0,0,0,19.313,49.2802711705794,68.5932711705794
180,62000,172761.68683814,234761.68683814,19.8648,50.6882789183103,70.5530789183103,0,0,0,19.8648,50.6882789183103,70.5530789183103
185,62000,172761.68683814,234761.68683814,20.4166,52.0962866660411,72.5128866660411,0,0,0,20.4166,52.0962866660411,72.5128866660411
190,62000,172761.68683814,234761.68683814,20.9684,53.504294413772,74.472694413772,0,0,0,20.9684,53.504294413772,74.472694413772
195,62000,172761.68683814,234761.68683814,21.5202,54.9123021615028,76.4325021615028,0,0,0,21.5202,54.9123021615028,76.4325021615028
200,62000,172761.68683814,234761.68683814,22.072,56.3203099092336,78.3923099092336,0,0,0,22.072,56.3203099092336,78.3923099092336
205,62000,172761.68683814,234761.68683814,22.6238,57.7283176569645,80.3521176569645,0,0,0,22.6238,57.7283176569645,80.3521176569645
210,62000,172761.68683814,234761.68683814,23.1756,59.1363254046953,82.3119254046953,0,0,0,23.1756,59.1363254046953,82.3119254046953
215,62000,172761.68683814,234761.68683814,23.7274,60.5443331524262,84.2717331524262,0,0,0,23.7274,60.5443331524262,84.2717331524262
220,62000,172761.68683814,234761.68683814,24.2792,61.952340900157,86.231540900157,0,0,0,24.2792,61.952340900157,86.231540900157
225,62000,172761.68683814,234761.68683814,24.831,63.3603486478879,88.1913486478878,0,0,0,24.831,63.3603486478879,88.1913486478878
230,62000,172761.68683814,234761.68683814,25.3828,64.7683563956187,90.1511563956187,0,0,0,25.3828,64.7683563956187,90.1511563956187
235,62000,172761.68683814,234761.68683814,25.9346,66.1763641433495,92.1109641433495,0,0,0,25.9346,66.1763641433495,92.1109641433495
240,62000,172761.68683814,234761.68683814,26.4864,67.5843718910804,94.0707718910804,0,0,0,26.4864,67.5843718910804,94.0707718910804
245,62000,172761.68683814,234761.68683814,27.0382,68.9923796388112,96.0305796388112,0,0,0,27.0382,68.9923796388112,96.0305796388112
250,62000,172761.68683814,234761.68683814,27.59,70.400387386542,97.990387386542,0,0,0,27.59,70.400387386542,97.990387386542
255,62000,172761.68683814,234761.68683814,28.1418,71.8083951342729,99.9501951342729,0,0,0,28.1418,71.8083951342729,99.9501951342729
260,62000,172761.68683814,234761.68683814,28.6936,73.2164028820037,101.910002882004,0,0,0,28.6936,73.2164028820037,101.910002882004
265,62000,172761.68683814,234761.68683814,29.2454,74.6244106297346,103.869810629735,0,0,0,29.2454,74.6244106297346,103.869810629735
270,62000,172761.68683814,234761.68683814,29.7972,76.0324183774654,105.829618377465,0,0,0,29.7972,76.0324183774654,105.829618377465
275,62000,172761.68683814,234761.68683814,30.349,77.4404261251963,107.789426125196,0,0,0,30.349,77.4404261251963,107.789426125196
280,62000,172761.68683814,234761.68683814,30.9008,78.8484338729271,109.749233872927,0,0,0,30.9008,78.8484338729271,109.749233872927
285,62000,172761.68683814,234761.68683814,31.4526,80.2564416206579,111.709041620658,0,0,0,31.4526,80.2564416206579,111.709041620658
290,62000,172761.68683814,234761.68683814,32.0044,81.6644493683888,113.668849368389,0,0,0,32.0044,81.6644493683888,113.668849368389
295,62000,172761.68683814,234761.68683814,32.5562,83.0724571161196,115.62865711612,0,0,0,32.5562,83.0724571161196,115.62865711612
300,62000,172761.68683814,234761.68683814,33.108,84.4804648638505,117.58846486385,0,0,0,33.108,84.4804648638505,117.58846486385
305,62000,172761.68683814,234761.68683814,33.6598,85.8884726115813,119.548272611581,0,0,0,33.6598,85.8884726115813,119.548272611581
310,62000,172761.68683814,234761.68683814,34.2116,87.2964803593122,121.508080359312,0,0,0,34.2116,87.2964803593122,121.508080359312
315,62000,172761.68683814,234761.68683814,34.7634,88.704488107043,123.467888107043,0,0,0,34.7634,88.704488107043,123.467888107043
320,62000,172761.68683814,234761.68683814,35.3152,90.1124958547738,125.427695854774,0,0,0,35.3152,90.1124958547738,125.427695854774
325,62000,172761.68683814,234761.68683814,35.867,91.5205036025047,127.387503602505,0,0,0,35.867,91.5205036025047,127.387503602505
330,62000,172761.68683814,234761.68683814,36.4188,92.9285113502355,129.347311350236,0,0,0,36.4188,92.9285113502355,129.347311350236
335,62000,172761.68683814,234761.68683814,36.9706,94.3365190979664,131.307119097966,0,0,0,36.9706,94.3365190979664,131.307119097966
340,62000,172761.68683814,234761.68683814,37.5224,95.7445268456972,133.266926845697,0,0,0,37.5224,95.7445268456972,133.266926845697
345,62000,172761.68683814,234761.68683814,38.0742,97.152534593428,135.226734593428,0,0,0,38.0742,97.152534593428,135.226734593428
350,62000,172761.68683814,234761.68683814,38.626,98.5605423411589,137.186542341159,0,0,0,38.626,98.5605423411589,137.186542341159
355,62000,172761.68683814,234761.68683814,39.1778,99.9685500888897,139.14635008889,0,0,0,39.1778,99.9685500888897,139.14635008889
360,62000,172761.68683814,234761.68683814,39.7296,101.376557836621,141.106157836621,0,0,0,39.7296,101.376557836621,141.106157836621
365,62000,172761.68683814,234761.68683814,40.2814,102.784565584351,143.065965584351,0,0,0,40.2814,102.784565584351,143.065965584351
370,62000,172761.68683814,234761.68683814,40.8332,104.192573332082,145.025773332082,0,0,0,40.8332,104.192573332082,145.025773332082
375,62000,172761.68683814,234761.68683814,41.385,105.600581079813,146.985581079813,0,0,0,41.385,105.600581079813,146.985581079813
380,62000,172761.68683814,234761.68683814,41.9368,107.008588827544,148.945388827544,0,0,0,41.9368,107.008588827544,148.945388827544
385,62000,172761.68683814,234761.68683814,42.4886,108.416596575275,150.905196575275,0,0,0,42.4886,108.416596575275,150.905196575275
390,62000,172761.68683814,234761.68683814,43.0404,109.824604323006,152.865004323006,0,0,0,43.0404,109.824604323006,152.865004323006
395,62000,172761.68683814,234761.68683814,43.5922,111.232612070736,154.824812070736,0,0,0,43.5922,111.232612070736,154.824812070736
400,62000,172761.68683814,234761.68683814,44.144,112.640619818467,156.784619818467,0,0,0,44.144,112.640619818467,156.784619818467
405,62000,172761.68683814,234761.68683814,44.6958,114.048627566198,158.744427566198,0,0,0,44.6958,114.048627566198,158.744427566198
410,62000,172761.68683814,234761.68683814,45.2476,115.456635313929,160.704235313929,0,0,0,45.2476,115.456635313929,160.704235313929
415,62000,172761.68683814,234761.68683814,45.7994,116.86464306166,162.66404306166,0,0,0,45.7994,116.86464306166,162.66404306166
420,62000,172761.68683814,234761.68683814,46.3512,118.272650809391,164.623850809391,0,0,0,46.3512,118.272650809391,164.623850809391
425,62000,172761.68683814,234761.68683814,46.903,119.680658557122,166.583658557122,0,0,0,46.903,119.680658557122,166.583658557122
430,62000,172761.68683814,234761.68683814,47.4548,121.088666304852,168.543466304852,0,0,0,47.4548,121.088666304852,168.543466304852
435,62000,172761.68683814,234761.68683814,48.0066,122.496674052583,170.503274052583,0,0,0,48.0066,122.496674052583,170.503274052583
440,62000,172761.68683814,234761.68683814,48.5584,123.904681800314,172.463081800314,0,0,0,48.5584,123.904681800314,172.463081800314
445,62000,172761.68683814,234761.68683814,49.1102,125.312689548045,174.422889548045,0,0,0,49.1102,125.312689548045,174.422889548045
450,62000,172761.68683814,234761.68683814,49.662,126.720697295776,176.382697295776,0,0,0,49.662,126.720697295776,176.382697295776
455,62000,172761.68683814,234761.68683814,50.2138,128.128705043507,178.342505043507,0,0,0,50.2138,128.128705043507,178.342505043507
460,62000,172761.68683814,234761.68683814,50.7656,129.536712791237,180.302312791237,0,0,0,50.7656,129.536712791237,180.302312791237
465,62000,172761.68683814,234761.68683814,51.3174,130.944720538968,182.262120538968,0,0,0,51.3174,130.944720538968,182.262120538968
470,62000,172761.68683814,234761.68683814,51.8692,132.352728286699,184.221928286699,0,0,0,51.8692,132.352728286699,184.221928286699
475,62000,172761.68683814,234761.68683814,52.421,133.76073603443,186.18173603443,0,0,0,52.421,133.76073603443,186.18173603443
480,62000,172761.68683814,234761.68683814,52.9728,135.168743782161,188.141543782161,0,0,0,52.9728,135.168743782161,188.141543782161
485,62000,172761.68683814,234761.68683814,53.5246,136.576751529892,190.101351529892,0,0,0,53.5246,136.576751529892,190.101351529892
490,62000,172761.68683814,234761.68683814,54.0764,137.984759277622,192.061159277622,0,0,0,54.0764,137.984759277622,192.061159277622
495,62000,172761.68683814,234761.68683814,54.6282,139.392767025353,194.020967025353,0,0,0,54.6282,139.392767025353,194.020967025353
500,62000,172761.68683814,234761.68683814,55.18,140.800774773084,195.980774773084,0,0,0,55.18,140.800774773084,195.980774773084
-140,63000,175548.16565811,238548.16565811,-15.6996,-40.0600914031807,-55.7596914031807,0,0,0,-15.6996,-40.0600914031807,-55.7596914031807
-135,63000,175548.16565811,238548.16565811,-15.1389,-38.6293738530671,-53.7682738530671,0,0,0,-15.1389,-38.6293738530671,-53.7682738530671
-130,63000,175548.16565811,238548.16565811,-14.5782,-37.1986563029535,-51.7768563029535,0,0,0,-14.5782,-37.1986563029535,-51.7768563029535
-125,63000,175548.16565811,238548.16565811,-14.0175,-35.7679387528399,-49.7854387528399,0,0,0,-14.0175,-35.7679387528399,-49.7854387528399
-120,63000,175548.16565811,238548.16565811,-13.4568,-34.3372212027263,-47.7940212027263,0,0,0,-13.4568,-34.3372212027263,-47.7940212027263
-115,63000,175548.16565811,238548.16565811,-12.8961,-32.9065036526127,-45.8026036526127,0,0,0,-12.8961,-32.9065036526127,-45.8026036526127
-110,63000,175548.16565811,238548.16565811,-12.3354,-31.4757861024991,-43.8111861024991,0,0,0,-12.3354,-31.4757861024991,-43.8111861024991
-105,63000,175548.16565811,238548.16565811,-11.7747,-30.0450685523855,-41.8197685523855,0,0,0,-11.7747,-30.0450685523855,-41.8197685523855
-100,63000,175548.16565811,238548.16565811,-11.214,-28.6143510022719,-39.8283510022719,0,0,0,-11.214,-28.6143510022719,-39.8283510022719
-95,63000,175548.16565811,238548.16565811,-10.6533,-27.1836334521583,-37.8369334521583,0,0,0,-10.6533,-27.1836334521583,-37.8369334521583
-90,63000,175548.16565811,238548.16565811,-10.0926,-25.7529159020447,-35.8455159020447,0,0,0,-10.0926,-25.7529159020447,-35.8455159020447
-85,63000,175548.16565811,238548.16565811,-9.5319,-24.3221983519311,-33.8540983519311,0,0,0,-9.5319,-24.3221983519311,-33.8540983519311
-80,63000,175548.16565811,238548.16565811,-8.9712,-22.8914808018175,-31.8626808018175,0,0,0,-8.9712,-22.8914808018175,-31.8626808018175
-75,63000,175548.16565811,238548.16565811,-8.4105,-21.4607632517039,-29.871263251704,0,0,0,-8.4105,-21.4607632517039,-29.871263251704
-70,63000,175548.16565811,238548.16565811,-7.8498,-20.0300457015904,-27.8798457015904,0,0,0,-7.8498,-20.0300457015904,-27.8798457015904
-65,63000,175548.16565811,238548.16565811,-7.2891,-18.5993281514768,-25.8884281514768,0,0,0,-7.2891,-18.5993281514768,-25.8884281514768
-60,63000,175548.16565811,238548.16565811,-6.7284,-17.1686106013632,-23.8970106013632,0,0,0,-6.7284,-17.1686106013632,-23.8970106013632
-55,63000,175548.16565811,238548.16565811,-6.1677,-15.7378930512496,-21.9055930512496,0,0,0,-6.1677,-15.7378930512496,-21.9055930512496
-50,63000,175548.16565811,238548.16565811,-5.607,-14.307175501136,-19.914175501136,0,0,0,-5.607,-14.307175501136,-19.914175501136
-45,63000,175548.16565811,238548.16565811,-5.0463,-12.8764579510224,-17.9227579510224,0,0,0,-5.0463,-12.8764579510224,-17.9227579510224
-40,63000,175548.16565811,238548.16565811,-4.4856,-11.4457404009088,-15.9313404009088,0,0,0,-4.4856,-11.4457404009088,-15.9313404009088
-35,63000,175548.16565811,238548.16565811,-3.9249,-10.0150228507952,-13.9399228507952,0,0,0,-3.9249,-10.0150228507952,-13.9399228507952
-30,63000,175548.16565811,238548.16565811,-3.3642,-8.58430530068158,-11.9485053006816,0,0,0,-3.3642,-8.58430530068158,-11.9485053006816
-25,63000,175548.16565811,238548.16565811,-2.8035,-7.15358775056798,-9.95708775056798,0,0,0,-2.8035,-7.15358775056798,-9.95708775056798
-20,63000,175548.16565811,238548.16565811,-2.2428,-5.72287020045439,-7.96567020045439,0,0,0,-2.2428,-5.72287020045439,-7.96567020045439
-15,63000,175548.16565811,238548.16565811,-1.6821,-4.29215265034079,-5.97425265034079,0,0,0,-1.6821,-4.29215265034079,-5.97425265034079
-10,63000,175548.16565811,238548.16565811,-1.1214,-2.86143510022719,-3.98283510022719,0,0,0,-1.1214,-2.86143510022719,-3.98283510022719
-5,63000,175548.16565811,238548.16565811,-0.5607,-1.4307175501136,-1.9914175501136,0,0,0,-0.5607,-1.4307175501136,-1.9914175501136
0,63000,175548.16565811,238548.16565811,0,0,0,0,0,0,0,0,0
5,63000,175548.16565811,238548.16565811,0.5607,1.4307175501136,1.9914175501136,0,0,0,0.5607,1.4307175501136,1.9914175501136
10,63000,175548.16565811,238548.16565811,1.1214,2.86143510022719,3.98283510022719,0,0,0,1.1214,2.86143510022719,3.98283510022719
15,63000,175548.16565811,238548.16565811,1.6821,4.29215265034079,5.97425265034079,0,0,0,1.6821,4.29215265034079,5.97425265034079
20,63000,175548.16565811,238548.16565811,2.2428,5.72287020045439,7.96567020045439,0,0,0,2.2428,5.72287020045439,7.96567020045439
25,63000,175548.16565811,238548.16565811,2.8035,7.15358775056798,9.95708775056798,0,0,0,2.8035,7.15358775056798,9.95708775056798
30,63000,175548.16565811,238548.16565811,3.3642,8.58430530068158,11.9485053006816,0,0,0,3.3642,8.58430530068158,11.9485053006816
35,63000,175548.16565811,238548.16565811,3.9249,10.0150228507952,13.9399228507952,0,0,0,3.9249,10.0150228507952,13.9399228507952
40,63000,175548.16565811,238548.16565811,4.4856,11.4457404009088,15.9313404009088,0,0,0,4.4856,11.4457404009088,15.9313404009088
45,63000,175548.16565811,238548.16565811,5.0463,12.8764579510224,17.9227579510224,0,0,0,5.0463,12.8764579510224,17.9227579510224
50,63000,175548.16565811,238548.16565811,5.607,14.307175501136,19.914175501136,0,0,0,5.607,14.307175501136,19.914175501136
55,63000,175548.16565811,238548.16565811,6.1677,15.7378930512496,21.9055930512496,0,0,0,6.1677,15.7378930512496,21.9055930512496
60,63000,175548.16565811,238548.16565811,6.7284,17.1686106013632,23.8970106013632,0,0,0,6.7284,17.1686106013632,23.8970106013632
65,63000,175548.16565811,238548.16565811,7.2891,18.5993281514768,25.8884281514768,0,0,0,7.2891,18.5993281514768,25.8884281514768
70,63000,175548.16565811,238548.16565811,7.8498,20.0300457015904,27.8798457015904,0,0,0,7.8498,20.0300457015904,27.8798457015904
75,63000,175548.16565811,238548.16565811,8.4105,21.4607632517039,29.871263251704,0,0,0,8.4105,21.4607632517039,29.871263251704
80,63000,175548.16565811,238548.16565811,8.9712,22.8914808018175,31.8626808018175,0,0,0,8.9712,22.8914808018175,31.8626808018175
85,63000,175548.16565811,238548.16565811,9.5319,24.3221983519311,33.8540983519311,0,0,0,9.5319,24.3221983519311,33.8540983519311
90,63000,175548.16565811,238548.16565811,10.0926,25.7529159020447,35.8455159020447,0,0,0,10.0926,25.7529159020447,35.8455159020447
95,63000,175548.16565811,238548.16565811,10.6533,27.1836334521583,37.8369334521583,0,0,0,10.6533,27.1836334521583,37.8369334521583
100,63000,175548.16565811,238548.16565811,11.214,28.6143510022719,39.8283510022719,0,0,0,11.214,28.6143510022719,39.8283510022719
105,63000,175548.16565811,238548.16565811,11.7747,30.0450685523855,41.8197685523855,0,0,0,11.7747,30.0450685523855,41.8197685523855
110,63000,175548.16565811,238548.16565811,12.3354,31.4757861024991,43.8111861024991,0,0,0,12.3354,31.4757861024991,43.8111861024991
115,63000,175548.16565811,238548.16565811,12.8961,32.9065036526127,45.8026036526127,0,0,0,12.8961,32.9065036526127,45.8026036526127
120,63000,175548.16565811,238548.16565811,13.4568,34.3372212027263,47.7940212027263,0,0,0,13.4568,34.3372212027263,47.7940212027263
125,63000,175548.16565811,238548.16565811,14.0175,35.7679387528399,49.7854387528399,0,0,0,14.0175,35.7679387528399,49.7854387528399
130,63000,175548.16565811,238548.16565811,14.5782,37.1986563029535,51.7768563029535,0,0,0,14.5782,37.1986563029535,51.7768563029535
135,63000,175548.16565811,238548.16565811,15.1389,38.6293738530671,53.7682738530671,0,0,0,15.1389,38.6293738530671,53.7682738530671
140,63000,175548.16565811,238548.16565811,15.6996,40.0600914031807,55.7596914031807,0,0,0,15.6996,40.0600914031807,55.7596914031807
145,63000,175548.16565811,238548.16565811,16.2603,41.4908089532943,57.7511089532943,0,0,0,16.2603,41.4908089532943,57.7511089532943
150,63000,175548.16565811,238548.16565811,16.821,42.9215265034079,59.7425265034079,0,0,0,16.821,42.9215265034079,59.7425265034079
155,63000,175548.16565811,238548.16565811,17.3817,44.3522440535215,61.7339440535215,0,0,0,17.3817,44.3522440535215,61.7339440535215
160,63000,175548.16565811,238548.16565811,17.9424,45.7829616036351,63.7253616036351,0,0,0,17.9424,45.7829616036351,63.7253616036351
165,63000,175548.16565811,238548.16565811,18.5031,47.2136791537487,65.7167791537487,0,0,0,18.5031,47.2136791537487,65.7167791537487
170,63000,175548.16565811,238548.16565811,19.0638,48.6443967038623,67.7081967038623,0,0,0,19.0638,48.6443967038623,67.7081967038623
175,63000,175548.16565811,238548.16565811,19.6245,50.0751142539759,69.6996142539759,0,0,0,19.6245,50.0751142539759,69.6996142539759
180,63000,175548.16565811,238548.16565811,20.1852,51.5058318040895,71.6910318040895,0,0,0,20.1852,51.5058318040895,71.6910318040895
185,63000,175548.16565811,238548.16565811,20.7459,52.9365493542031,73.6824493542031,0,0,0,20.7459,52.9365493542031,73.6824493542031
190,63000,175548.16565811,238548.16565811,21.3066,54.3672669043167,75.6738669043167,0,0,0,21.3066,54.3672669043167,75.6738669043167
195,63000,175548.16565811,238548.16565811,21.8673,55.7979844544303,77.6652844544303,0,0,0,21.8673,55.7979844544303,77.6652844544303
200,63000,175548.16565811,238548.16565811,22.428,57.2287020045439,79.6567020045439,0,0,0,22.428,57.2287020045439,79.6567020045439
205,63000,175548.16565811,238548.16565811,22.9887,58.6594195546575,81.6481195546575,0,0,0,22.9887,58.6594195546575,81.6481195546575
210,63000,175548.16565811,238548.16565811,23.5494,60.090137104771,83.639537104771,0,0,0,23.5494,60.090137104771,83.639537104771
215,63000,175548.16565811,238548.16565811,24.1101,61.5208546548846,85.6309546548846,0,0,0,24.1101,61.5208546548846,85.6309546548846
220,63000,175548.16565811,238548.16565811,24.6708,62.9515722049982,87.6223722049982,0,0,0,24.6708,62.9515722049982,87.6223722049982
225,63000,175548.16565811,238548.16565811,25.2315,64.3822897551118,89.6137897551118,0,0,0,25.2315,64.3822897551118,89.6137897551118
230,63000,175548.16565811,238548.16565811,25.7922,65.8130073052254,91.6052073052254,0,0,0,25.7922,65.8130073052254,91.6052073052254
235,63000,175548.16565811,238548.16565811,26.3529,67.243724855339,93.596624855339,0,0,0,26.3529,67.243724855339,93.596624855339
240,63000,175548.16565811,238548.16565811,26.9136,68.6744424054526,95.5880424054526,0,0,0,26.9136,68.6744424054526,95.5880424054526
245,63000,175548.16565811,238548.16565811,27.4743,70.1051599555662,97.5794599555662,0,0,0,27.4743,70.1051599555662,97.5794599555662
250,63000,175548.16565811,238548.16565811,28.035,71.5358775056798,99.5708775056798,0,0,0,28.035,71.5358775056798,99.5708775056798
255,63000,175548.16565811,238548.16565811,28.5957,72.9665950557934,101.562295055793,0,0,0,28.5957,72.9665950557934,101.562295055793
260,63000,175548.16565811,238548.16565811,29.1564,74.397312605907,103.553712605907,0,0,0,29.1564,74.397312605907,103.553712605907
265,63000,175548.16565811,238548.16565811,29.7171,75.8280301560206,105.545130156021,0,0,0,29.7171,75.8280301560206,105.545130156021
270,63000,175548.16565811,238548.16565811,30.2778,77.2587477061342,107.536547706134,0,0,0,30.2778,77.2587477061342,107.536547706134
275,63000,175548.16565811,238548.16565811,30.8385,78.6894652562478,109.527965256248,0,0,0,30.8385,78.6894652562478,109.527965256248
280,63000,175548.16565811,238548.16565811,31.3992,80.1201828063614,111.519382806361,0,0,0,31.3992,80.1201828063614,111.519382806361
285,63000,175548.16565811,238548.16565811,31.9599,81.550900356475,113.510800356475,0,0,0,31.9599,81.550900356475,113.510800356475
290,63000,175548.16565811,238548.16565811,32.5206,82.9816179065886,115.502217906589,0,0,0,32.5206,82.9816179065886,115.502217906589
295,63000,175548.16565811,238548.16565811,33.0813,84.4123354567022,117.493635456702,0,0,0,33.0813,84.4123354567022,117.493635456702
300,63000,175548.16565811,238548.16565811,33.642,85.8430530068158,119.485053006816,0,0,0,33.642,85.8430530068158,119.485053006816
305,63000,175548.16565811,238548.16565811,34.2027,87.2737705569294,121.476470556929,0,0,0,34.2027,87.2737705569294,121.476470556929
310,63000,175548.16565811,238548.16565811,34.7634,88.704488107043,123.467888107043,0,0,0,34.7634,88.704488107043,123.467888107043
315,63000,175548.16565811,238548.16565811,35.3241,90.1352056571566,125.459305657157,0,0,0,35.3241,90.1352056571566,125.459305657157
320,63000,175548.16565811,238548.16565811,35.8848,91.5659232072702,127.45072320727,0,0,0,35.8848,91.5659232072702,127.45072320727
325,63000,175548.16565811,238548.16565811,36.4455,92.9966407573838,129.442140757384,0,0,0,36.4455,92.9966407573838,129.442140757384
330,63000,175548.16565811,238548.16565811,37.0062,94.4273583074974,131.433558307497,0,0,0,37.0062,94.4273583074974,131.433558307497
335,63000,175548.16565811,238548.16565811,37.5669,95.858075857611,133.424975857611,0,0,0,37.5669,95.858075857611,133.424975857611
340,63000,175548.16565811,238548.16565811,38.1276,97.2887934077245,135.416393407725,0,0,0,38.1276,97.2887934077245,135.416393407725
345,63000,175548.16565811,238548.16565811,38.6883,98.7195109578382,137.407810957838,0,0,0,38.6883,98.7195109578382,137.407810957838
350,63000,175548.16565811,238548.16565811,39.249,100.150228507952,139.399228507952,0,0,0,39.249,100.150228507952,139.399228507952
355,63000,175548.16565811,238548.16565811,39.8097,101.580946058065,141.390646058065,0,0,0,39.8097,101.580946058065,141.390646058065
360,63000,175548.16565811,238548.16565811,40.3704,103.011663608179,143.382063608179,0,0,0,40.3704,103.011663608179,143.382063608179
365,63000,175548.16565811,238548.16565811,40.9311,104.442381158293,145.373481158293,0,0,0,40.9311,104.442381158293,145.373481158293
370,63000,175548.16565811,238548.16565811,41.4918,105.873098708406,147.364898708406,0,0,0,41.4918,105.873098708406,147.364898708406
375,63000,175548.16565811,238548.16565811,42.0525,107.30381625852,149.35631625852,0,0,0,42.0525,107.30381625852,149.35631625852
380,63000,175548.16565811,238548.16565811,42.6132,108.734533808633,151.347733808633,0,0,0,42.6132,108.734533808633,151.347733808633
385,63000,175548.16565811,238548.16565811,43.1739,110.165251358747,153.339151358747,0,0,0,43.1739,110.165251358747,153.339151358747
390,63000,175548.16565811,238548.16565811,43.7346,111.595968908861,155.330568908861,0,0,0,43.7346,111.595968908861,155.330568908861
395,63000,175548.16565811,238548.16565811,44.2953,113.026686458974,157.321986458974,0,0,0,44.2953,113.026686458974,157.321986458974
400,63000,175548.16565811,238548.16565811,44.856,114.457404009088,159.313404009088,0,0,0,44.856,114.457404009088,159.313404009088
405,63000,175548.16565811,238548.16565811,45.4167,115.888121559201,161.304821559201,0,0,0,45.4167,115.888121559201,161.304821559201
410,63000,175548.16565811,238548.16565811,45.9774,117.318839109315,163.296239109315,0,0,0,45.9774,117.318839109315,163.296239109315
415,63000,175548.16565811,238548.16565811,46.5381,118.749556659428,165.287656659428,0,0,0,46.5381,118.749556659428,165.287656659428
420,63000,175548.16565811,238548.16565811,47.0988,120.180274209542,167.279074209542,0,0,0,47.0988,120.180274209542,167.279074209542
425,63000,175548.16565811,238548.16565811,47.6595,121.610991759656,169.270491759656,0,0,0,47.6595,121.610991759656,169.270491759656
430,63000,175548.16565811,238548.16565811,48.2202,123.041709309769,171.261909309769,0,0,0,48.2202,123.041709309769,171.261909309769
435,63000,175548.16565811,238548.16565811,48.7809,124.472426859883,173.253326859883,0,0,0,48.7809,124.472426859883,173.253326859883
440,63000,175548.16565811,238548.16565811,49.3416,125.903144409996,175.244744409996,0,0,0,49.3416,125.903144409996,175.244744409996
445,63000,175548.16565811,238548.16565811,49.9023,127.33386196011,177.23616196011,0,0,0,49.9023,127.33386196011,177.23616196011
450,63000,175548.16565811,238548.16565811,50.463,128.764579510224,179.227579510224,0,0,0,50.463,128.764579510224,179.227579510224
455,63000,175548.16565811,238548.16565811,51.0237,130.195297060337,181.218997060337,0,0,0,51.0237,130.195297060337,181.218997060337
460,63000,175548.16565811,238548.16565811,51.5844,131.626014610451,183.210414610451,0,0,0,51.5844,131.626014610451,183.210414610451
465,63000,175548.16565811,238548.16565811,52.1451,133.056732160564,185.201832160564,0,0,0,52.1451,133.056732160564,185.201832160564
470,63000,175548.16565811,238548.16565811,52.7058,134.487449710678,187.193249710678,0,0,0,52.7058,134.487449710678,187.193249710678
475,63000,175548.16565811,238548.16565811,53.2665,135.918167260792,189.184667260792,0,0,0,53.2665,135.918167260792,189.184667260792
