"Database","Source","study_id","study_site_core","site_id","Site","Plot","core_id","Habitat_type","Year_collected","Latitude","Longitude","U_depth_m","L_depth_m","OC_perc","N_perc","BD_reported_g_cm3","DOI","Habitat","CN","centerdepth","Ndensity","BDclass"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Maine_8","Maine",NA,NA,"8","Salt marsh",2014,"43.74","-69.80",0.09,0.1,12.77333832,0.761572957,0.228046624,"https://doi.org/10.1038/s41558-018-0162-5","marsh",16.7723107846646,0.095,1.73674141773547,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Maine_8","Maine",NA,NA,"8","Salt marsh",2014,"43.74","-69.80",0.14,0.15,16.30597878,1.306266904,0.240353855,"https://doi.org/10.1038/s41558-018-0162-5","marsh",12.4828844167057,0.145,3.13966286035315,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Maine_8","Maine",NA,NA,"8","Salt marsh",2014,"43.74","-69.80",0.19,0.2,11.65936375,0.926889539,0.437834517,"https://doi.org/10.1038/s41558-018-0162-5","marsh",12.5790218353085,0.195,4.05824233620418,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Maine_8","Maine",NA,NA,"8","Salt marsh",2014,"43.74","-69.80",0.24,0.25,20.08976746,1.39430213,0.261328992,"https://doi.org/10.1038/s41558-018-0162-5","marsh",14.4084750555462,0.245,3.64371570176353,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Maine_8","Maine",NA,NA,"8","Salt marsh",2014,"43.74","-69.80",0.29,0.3,14.06868553,1.060500026,0.338095776,"https://doi.org/10.1038/s41558-018-0162-5","marsh",13.2660869260554,0.295,3.5855057923849,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Maine_8","Maine",NA,NA,"8","Salt marsh",2014,"43.74","-69.80",0.34,0.35,28.66951561,1.636258245,0.185158819,"https://doi.org/10.1038/s41558-018-0162-5","marsh",17.521388019041,0.345,3.02967644223213,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Maine_8","Maine",NA,NA,"8","Salt marsh",2014,"43.74","-69.80",0.39,0.4,19.9943428,1.473205209,0.179561634,"https://doi.org/10.1038/s41558-018-0162-5","marsh",13.5720011562897,0.395,2.64531134545352,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Maine_8","Maine",NA,NA,"8","Salt marsh",2014,"43.74","-69.80",0.44,0.45,16.90576935,1.368608475,0.272301763,"https://doi.org/10.1038/s41558-018-0162-5","marsh",12.3525242308616,0.445,3.72674500599241,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Maine_8","Maine",NA,NA,"8","Salt marsh",2014,"43.74","-69.80",0.49,0.5,14.68075562,1.198745251,0.327802411,"https://doi.org/10.1038/s41558-018-0162-5","marsh",12.2467685338092,0.495,3.929515834526,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Maine_8","Maine",NA,NA,"8","Salt marsh",2014,"43.74","-69.80",0.54,0.56,24.36773872,1.876513362,0.204948039,"https://doi.org/10.1038/s41558-018-0162-5","marsh",12.9856462594163,0.55,3.84587733699197,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Maine_8","Maine",NA,NA,"8","Salt marsh",2014,"43.74","-69.80",0.6,0.62,22.14080238,1.912966371,0.197101387,"https://doi.org/10.1038/s41558-018-0162-5","marsh",11.5740677492548,0.61,3.77048325008457,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Maine_8","Maine",NA,NA,"8","Salt marsh",2014,"43.74","-69.80",0.66,0.68,16.6830883,1.522619367,0.279854371,"https://doi.org/10.1038/s41558-018-0162-5","marsh",10.9568344272873,0.67,4.26111685224203,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Maine_8","Maine",NA,NA,"8","Salt marsh",2014,"43.74","-69.80",0.72,0.74,20.37203979,1.563254237,0.212419069,"https://doi.org/10.1038/s41558-018-0162-5","marsh",13.0318148563572,0.73,3.32065009633845,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Maine_8","Maine",NA,NA,"8","Salt marsh",2014,"43.74","-69.80",0.78,0.8,20.58384323,1.223223329,0.192263968,"https://doi.org/10.1038/s41558-018-0162-5","marsh",16.8275430512166,0.79,2.3518177098371,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Maine_8","Maine",NA,NA,"8","Salt marsh",2014,"43.74","-69.80",0.84,0.86,17.5667572,1.086116672,0.186358738,"https://doi.org/10.1038/s41558-018-0162-5","marsh",16.1739135885394,0.85,2.0240733231468,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Maine_8","Maine",NA,NA,"8","Salt marsh",2014,"43.74","-69.80",0.9,0.92,16.03087807,1.139689445,0.215324808,"https://doi.org/10.1038/s41558-018-0162-5","marsh",14.066005559962,0.91,2.45403410924252,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Maine_8","Maine",NA,NA,"8","Salt marsh",2014,"43.74","-69.80",0.96,0.98,13.4195137,0.890428841,0.231775442,"https://doi.org/10.1038/s41558-018-0162-5","marsh",15.0708434880986,0.97,2.06379538192323,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_1","Massachussettes",NA,NA,"1","Salt marsh",2014,"42.74","-70.84",0,0.01,5.928687572,0.528977931,0.469149287,"https://doi.org/10.1038/s41558-018-0162-5","marsh",11.2078164788315,0.005,2.48169619167385,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_1","Massachussettes",NA,NA,"1","Salt marsh",2014,"42.74","-70.84",0.01,0.02,7.263954163,0.56601876,0.417603318,"https://doi.org/10.1038/s41558-018-0162-5","marsh",12.8334159154018,0.015,2.36371312226246,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_1","Massachussettes",NA,NA,"1","Salt marsh",2014,"42.74","-70.84",0.02,0.03,7.270973682,0.606342196,0.337368885,"https://doi.org/10.1038/s41558-018-0162-5","marsh",11.9915350275243,0.025,2.04560990592972,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_1","Massachussettes",NA,NA,"1","Salt marsh",2014,"42.74","-70.84",0.03,0.04,8.734044075,0.656007171,0.312641187,"https://doi.org/10.1038/s41558-018-0162-5","marsh",13.3139460376417,0.035,2.05094860621952,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_1","Massachussettes",NA,NA,"1","Salt marsh",2014,"42.74","-70.84",0.04,0.05,7.793154716,0.646448374,0.287781991,"https://doi.org/10.1038/s41558-018-0162-5","marsh",12.0553396519178,0.045,1.86036200148433,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_1","Massachussettes",NA,NA,"1","Salt marsh",2014,"42.74","-70.84",0.09,0.1,5.649071217,0.472075194,0.415635719,"https://doi.org/10.1038/s41558-018-0162-5","marsh",11.9664648530547,0.095,1.96211312680254,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_1","Massachussettes",NA,NA,"1","Salt marsh",2014,"42.74","-70.84",0.14,0.15,8.232369423,0.544553399,0.457599386,"https://doi.org/10.1038/s41558-018-0162-5","marsh",15.1176531780311,0.145,2.49187301026613,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_1","Massachussettes",NA,NA,"1","Salt marsh",2014,"42.74","-70.84",0.19,0.2,4.786303043,0.41488412,0.614795414,"https://doi.org/10.1038/s41558-018-0162-5","marsh",11.5364816638439,0.195,2.55068854317426,"BD>0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_1","Massachussettes",NA,NA,"1","Salt marsh",2014,"42.74","-70.84",0.24,0.25,6.090960026,0.505095065,0.432656177,"https://doi.org/10.1038/s41558-018-0162-5","marsh",12.0590368983312,0.245,2.18532499844466,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_1","Massachussettes",NA,NA,"1","Salt marsh",2014,"42.74","-70.84",0.29,0.3,6.407513618,0.525820971,0.466300165,"https://doi.org/10.1038/s41558-018-0162-5","marsh",12.1857323526185,0.295,2.4519040553776,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_1","Massachussettes",NA,NA,"1","Salt marsh",2014,"42.74","-70.84",0.34,0.35,6.700222492,0.486901104,0.446904221,"https://doi.org/10.1038/s41558-018-0162-5","marsh",13.7609515299025,0.345,2.1759815858716,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_1","Massachussettes",NA,NA,"1","Salt marsh",2014,"42.74","-70.84",0.39,0.4,6.3533988,0.497999936,0.426466034,"https://doi.org/10.1038/s41558-018-0162-5","marsh",12.7578305552232,0.395,2.12380057638174,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_1","Massachussettes",NA,NA,"1","Salt marsh",2014,"42.74","-70.84",0.44,0.45,5.124819756,0.459042847,0.436556065,"https://doi.org/10.1038/s41558-018-0162-5","marsh",11.1641424967025,0.445,2.00397938952717,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_1","Massachussettes",NA,NA,"1","Salt marsh",2014,"42.74","-70.84",0.49,0.5,6.365143299,0.565273643,0.36790806,"https://doi.org/10.1038/s41558-018-0162-5","marsh",11.2602867262997,0.495,2.07968729365263,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_1","Massachussettes",NA,NA,"1","Salt marsh",2014,"42.74","-70.84",0.54,0.56,4.986813068,0.494691432,0.488989036,"https://doi.org/10.1038/s41558-018-0162-5","marsh",10.0806538084533,0.55,2.4189868645114,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_1","Massachussettes",NA,NA,"1","Salt marsh",2014,"42.74","-70.84",0.6,0.62,3.983460426,0.395605057,0.607689656,"https://doi.org/10.1038/s41558-018-0162-5","marsh",10.0692859090525,0.61,2.4040510100019,"BD>0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_1","Massachussettes",NA,NA,"1","Salt marsh",2014,"42.74","-70.84",0.66,0.68,4.965538979,0.42593956,0.548980703,"https://doi.org/10.1038/s41558-018-0162-5","marsh",11.6578487778876,0.67,2.33832599084311,"BD>0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_1","Massachussettes",NA,NA,"1","Salt marsh",2014,"42.74","-70.84",0.72,0.74,4.66908741,0.377761096,0.523762932,"https://doi.org/10.1038/s41558-018-0162-5","marsh",12.3598948103433,0.73,1.97857259236493,"BD>0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_8","Massachussettes",NA,NA,"8","Salt marsh",2014,"42.73","-70.82",0,0.01,14.67889404,1.163858414,0.321245778,"https://doi.org/10.1038/s41558-018-0162-5","marsh",12.6122678355273,0.005,3.73884601687276,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_8","Massachussettes",NA,NA,"8","Salt marsh",2014,"42.73","-70.82",0.01,0.02,12.03499413,0.862074614,0.260856574,"https://doi.org/10.1038/s41558-018-0162-5","marsh",13.9605017182422,0.015,2.24877830340412,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_8","Massachussettes",NA,NA,"8","Salt marsh",2014,"42.73","-70.82",0.02,0.03,15.78703117,1.023166537,0.197738787,"https://doi.org/10.1038/s41558-018-0162-5","marsh",15.4295812060945,0.025,2.02319709925371,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_8","Massachussettes",NA,NA,"8","Salt marsh",2014,"42.73","-70.82",0.03,0.04,13.99405956,0.986256897,0.225661397,"https://doi.org/10.1038/s41558-018-0162-5","marsh",14.1890612907927,0.035,2.22560109177905,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_8","Massachussettes",NA,NA,"8","Salt marsh",2014,"42.73","-70.82",0.04,0.05,10.89640141,0.88435626,0.199833013,"https://doi.org/10.1038/s41558-018-0162-5","marsh",12.3212803514276,0.045,1.76723576001211,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_8","Massachussettes",NA,NA,"8","Salt marsh",2014,"42.73","-70.82",0.09,0.1,13.53439236,0.95165062,0.312932187,"https://doi.org/10.1038/s41558-018-0162-5","marsh",14.2220181183721,0.095,2.97802109776506,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_8","Massachussettes",NA,NA,"8","Salt marsh",2014,"42.73","-70.82",0.14,0.15,14.5756712,0.998571634,0.261426398,"https://doi.org/10.1038/s41558-018-0162-5","marsh",14.5965203734197,0.145,2.61052985421594,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_8","Massachussettes",NA,NA,"8","Salt marsh",2014,"42.73","-70.82",0.19,0.2,4.345289707,0.353713989,0.467507998,"https://doi.org/10.1038/s41558-018-0162-5","marsh",12.2847550341019,0.195,1.65364118861984,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_8","Massachussettes",NA,NA,"8","Salt marsh",2014,"42.73","-70.82",0.24,0.25,5.242477417,0.537195027,0.57639315,"https://doi.org/10.1038/s41558-018-0162-5","marsh",9.758983522757,0.245,3.09635533776865,"BD>0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_8","Massachussettes",NA,NA,"8","Salt marsh",2014,"42.73","-70.82",0.29,0.3,3.621870995,0.388713598,0.656313449,"https://doi.org/10.1038/s41558-018-0162-5","marsh",9.3175824402212,0.295,2.55117962176579,"BD>0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_8","Massachussettes",NA,NA,"8","Salt marsh",2014,"42.73","-70.82",0.34,0.35,5.10970211,0.503093302,0.476493689,"https://doi.org/10.1038/s41558-018-0162-5","marsh",10.1565695462191,0.345,2.39720783381171,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_8","Massachussettes",NA,NA,"8","Salt marsh",2014,"42.73","-70.82",0.39,0.4,7.937234402,0.697759986,0.361344122,"https://doi.org/10.1038/s41558-018-0162-5","marsh",11.3753075000778,0.395,2.52131469507902,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_8","Massachussettes",NA,NA,"8","Salt marsh",2014,"42.73","-70.82",0.44,0.45,10.1538105,0.920762777,0.349249966,"https://doi.org/10.1038/s41558-018-0162-5","marsh",11.0276074941722,0.445,3.21576368561316,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_8","Massachussettes",NA,NA,"8","Salt marsh",2014,"42.73","-70.82",0.49,0.5,9.246070862,0.786421955,0.403854479,"https://doi.org/10.1038/s41558-018-0162-5","marsh",11.7571372508287,0.495,3.17600028910686,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_8","Massachussettes",NA,NA,"8","Salt marsh",2014,"42.73","-70.82",0.54,0.56,4.284705162,0.343384266,0.625793755,"https://doi.org/10.1038/s41558-018-0162-5","marsh",12.477872710685,0.55,2.14887729228059,"BD>0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_8","Massachussettes",NA,NA,"8","Salt marsh",2014,"42.73","-70.82",0.6,0.62,4.208771229,0.365468532,0.723784669,"https://doi.org/10.1038/s41558-018-0162-5","marsh",11.5160974488496,0.61,2.64520520463536,"BD>0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_8","Massachussettes",NA,NA,"8","Salt marsh",2014,"42.73","-70.82",0.66,0.68,10.44430542,0.867366016,0.31665857,"https://doi.org/10.1038/s41558-018-0162-5","marsh",12.0414049286432,0.67,2.74658882293157,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_8","Massachussettes",NA,NA,"8","Salt marsh",2014,"42.73","-70.82",0.72,0.74,9.924604416,0.918051004,0.301363414,"https://doi.org/10.1038/s41558-018-0162-5","marsh",10.8105152902812,0.73,2.76666984791568,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_8","Massachussettes",NA,NA,"8","Salt marsh",2014,"42.73","-70.82",0.78,0.8,9.838651657,0.909558773,0.309268509,"https://doi.org/10.1038/s41558-018-0162-5","marsh",10.8169498762011,0.79,2.8129788557358,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_8","Massachussettes",NA,NA,"8","Salt marsh",2014,"42.73","-70.82",0.84,0.86,7.248040199,0.693805397,0.397735564,"https://doi.org/10.1038/s41558-018-0162-5","marsh",10.4467913197856,0.85,2.75951080882039,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_2 (LM)","Massachussettes",NA,NA,"2 (LM)","Salt marsh",2014,"","",0,0.01,9.909381866,0.747001946,0.214070099,"https://doi.org/10.1038/s41558-018-0162-5","marsh",13.2655368825505,0.005,1.59910780533413,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_2 (LM)","Massachussettes",NA,NA,"2 (LM)","Salt marsh",2014,"","",0.01,0.02,7.254185677,0.631591022,0.208980642,"https://doi.org/10.1038/s41558-018-0162-5","marsh",11.4855744054576,0.015,1.31990297258996,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_2 (LM)","Massachussettes",NA,NA,"2 (LM)","Salt marsh",2014,"","",0.02,0.03,7.208910942,0.63647747,0.261342385,"https://doi.org/10.1038/s41558-018-0162-5","marsh",11.3262625651148,0.025,1.66338540008566,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_2 (LM)","Massachussettes",NA,NA,"2 (LM)","Salt marsh",2014,"","",0.03,0.04,7.317617416,0.629606903,0.179598161,"https://doi.org/10.1038/s41558-018-0162-5","marsh",11.6225177664547,0.035,1.13076241931705,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_2 (LM)","Massachussettes",NA,NA,"2 (LM)","Salt marsh",2014,"","",0.04,0.05,7.516473293,0.671432912,0.283465694,"https://doi.org/10.1038/s41558-018-0162-5","marsh",11.1946750876579,0.045,1.90328196374521,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_2 (LM)","Massachussettes",NA,NA,"2 (LM)","Salt marsh",2014,"","",0.09,0.1,8.009342194,0.666129649,0.204348993,"https://doi.org/10.1038/s41558-018-0162-5","marsh",12.02369869893,0.095,1.36122922980593,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_2 (LM)","Massachussettes",NA,NA,"2 (LM)","Salt marsh",2014,"","",0.14,0.15,6.287417412,0.541944146,0.267077156,"https://doi.org/10.1038/s41558-018-0162-5","marsh",11.6015966929551,0.145,1.44740901224529,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_2 (LM)","Massachussettes",NA,NA,"2 (LM)","Salt marsh",2014,"","",0.19,0.2,7.255023003,0.57806474,0.258078071,"https://doi.org/10.1038/s41558-018-0162-5","marsh",12.5505371647473,0.195,1.49185833012317,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_2 (LM)","Massachussettes",NA,NA,"2 (LM)","Salt marsh",2014,"","",0.24,0.25,5.734710217,0.50112617,0.259116661,"https://doi.org/10.1038/s41558-018-0162-5","marsh",11.443645453599,0.245,1.29850139910118,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_2 (LM)","Massachussettes",NA,NA,"2 (LM)","Salt marsh",2014,"","",0.29,0.3,5.840693951,0.50317198,0.298773026,"https://doi.org/10.1038/s41558-018-0162-5","marsh",11.6077488078728,0.295,1.50334215063011,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_2 (LM)","Massachussettes",NA,NA,"2 (LM)","Salt marsh",2014,"","",0.34,0.35,5.527622223,0.460405171,0.276233308,"https://doi.org/10.1038/s41558-018-0162-5","marsh",12.0059950912237,0.345,1.27179243405636,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_2 (LM)","Massachussettes",NA,NA,"2 (LM)","Salt marsh",2014,"","",0.39,0.4,7.057861805,0.570728421,0.238040466,"https://doi.org/10.1038/s41558-018-0162-5","marsh",12.3664102667843,0.395,1.35856459294284,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_2 (LM)","Massachussettes",NA,NA,"2 (LM)","Salt marsh",2014,"","",0.34,0.35,5.687459946,0.448350549,0.349680987,"https://doi.org/10.1038/s41558-018-0162-5","marsh",12.6852971601915,0.345,1.56779662496312,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_2 (LM)","Massachussettes",NA,NA,"2 (LM)","Salt marsh",2014,"","",0.39,0.4,5.959069252,0.459462732,0.312913923,"https://doi.org/10.1038/s41558-018-0162-5","marsh",12.9696465827831,0.395,1.43772285942418,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_2 (LM)","Massachussettes",NA,NA,"2 (LM)","Salt marsh",2014,"","",0.44,0.45,6.182085514,0.472880393,0.271674713,"https://doi.org/10.1038/s41558-018-0162-5","marsh",13.0732540522144,0.445,1.28469645051602,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_15 (LM)","Massachussettes",NA,NA,"15 (LM)","Salt marsh",2014,"","",0,0.01,17.96797943,1.43921113,0.111954655,"https://doi.org/10.1038/s41558-018-0162-5","marsh",12.4846028879724,0.005,1.6112638553131,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_15 (LM)","Massachussettes",NA,NA,"15 (LM)","Salt marsh",2014,"","",0.01,0.02,13.25216675,0.963560641,0.171220039,"https://doi.org/10.1038/s41558-018-0162-5","marsh",13.7533292520611,0.015,1.64980890530885,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_15 (LM)","Massachussettes",NA,NA,"15 (LM)","Salt marsh",2014,"","",0.02,0.03,13.75180149,0.992861092,0.187158074,"https://doi.org/10.1038/s41558-018-0162-5","marsh",13.8506802218411,0.025,1.85821969728257,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_15 (LM)","Massachussettes",NA,NA,"15 (LM)","Salt marsh",2014,"","",0.03,0.04,15.777421,1.029465675,0.18426025,"https://doi.org/10.1038/s41558-018-0162-5","marsh",15.3258349288819,0.035,1.89689602641919,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_15 (LM)","Massachussettes",NA,NA,"15 (LM)","Salt marsh",2014,"","",0.04,0.05,14.82689381,0.938363016,0.199650377,"https://doi.org/10.1038/s41558-018-0162-5","marsh",15.800807957248,0.045,1.87344529907257,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_15 (LM)","Massachussettes",NA,NA,"15 (LM)","Salt marsh",2014,"","",0.09,0.1,14.55207157,0.809519947,0.197671821,"https://doi.org/10.1038/s41558-018-0162-5","marsh",17.9761741806715,0.095,1.60019282059313,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_15 (LM)","Massachussettes",NA,NA,"15 (LM)","Salt marsh",2014,"","",0.14,0.15,10.77849483,0.724682033,0.201447516,"https://doi.org/10.1038/s41558-018-0162-5","marsh",14.8734125301544,0.145,1.4598539543768,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_15 (LM)","Massachussettes",NA,NA,"15 (LM)","Salt marsh",2014,"","",0.19,0.2,13.01663017,0.786399782,0.188833455,"https://doi.org/10.1038/s41558-018-0162-5","marsh",16.5521792705685,0.195,1.48498587846307,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_15 (LM)","Massachussettes",NA,NA,"15 (LM)","Salt marsh",2014,"","",0.24,0.25,9.881800652,0.657665133,0.209667354,"https://doi.org/10.1038/s41558-018-0162-5","marsh",15.0255808863141,0.245,1.37890908254168,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_15 (LM)","Massachussettes",NA,NA,"15 (LM)","Salt marsh",2014,"","",0.29,0.3,9.467218399,0.681242645,0.177419923,"https://doi.org/10.1038/s41558-018-0162-5","marsh",13.8969843835892,0.295,1.20866017620216,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_15 (LM)","Massachussettes",NA,NA,"15 (LM)","Salt marsh",2014,"","",0.34,0.35,9.527902603,0.595711589,0.278300747,"https://doi.org/10.1038/s41558-018-0162-5","marsh",15.9941535114235,0.345,1.65786980215257,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_15 (LM)","Massachussettes",NA,NA,"15 (LM)","Salt marsh",2014,"","",0.39,0.4,9.761367798,0.610389829,0.252542983,"https://doi.org/10.1038/s41558-018-0162-5","marsh",15.9920223670699,0.395,1.5414966820852,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_15 (LM)","Massachussettes",NA,NA,"15 (LM)","Salt marsh",2014,"","",0.44,0.45,9.343340874,0.582528174,0.230500034,"https://doi.org/10.1038/s41558-018-0162-5","marsh",16.0392943912787,0.445,1.34272763912958,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_15 (LM)","Massachussettes",NA,NA,"15 (LM)","Salt marsh",2014,"","",0.49,0.5,9.797767639,0.576882482,0.190194702,"https://doi.org/10.1038/s41558-018-0162-5","marsh",16.9839923116265,0.495,1.0971999175301,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_15 (LM)","Massachussettes",NA,NA,"15 (LM)","Salt marsh",2014,"","",0.54,0.56,7.798611164,0.521168172,0.227885295,"https://doi.org/10.1038/s41558-018-0162-5","marsh",14.9637134095748,0.55,1.18766562620831,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_15 (LM)","Massachussettes",NA,NA,"15 (LM)","Salt marsh",2014,"","",0.6,0.62,8.539773941,0.56461972,0.247231927,"https://doi.org/10.1038/s41558-018-0162-5","marsh",15.1248240869093,0.61,1.395920213978,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_15 (LM)","Massachussettes",NA,NA,"15 (LM)","Salt marsh",2014,"","",0.66,0.68,8.468483925,0.499688983,0.234774325,"https://doi.org/10.1038/s41558-018-0162-5","marsh",16.9475097772968,0.67,1.17314143693761,"BD<0.5"
"Maxwell",NA,"Weston et al 2023","Weston et al 2023_Massachussettes_15 (LM)","Massachussettes",NA,NA,"15 (LM)","Salt marsh",2014,"","",0.72,0.74,8.011541367,0.535254717,0.215158001,"https://doi.org/10.1038/s41558-018-0162-5","marsh",14.9677174484387,0.73,1.15164334935541,"BD<0.5"
